"id","productType","productTypeKey","name.en","name.ru","name.en-US","description.en","description.ru","description.en-US","categories","slug.en","slug.ru","slug.en-US","metaTitle.ru","metaTitle.en-US","metaDescription.ru","metaDescription.en-US","searchKeywords.ru","searchKeywords.en-US","_hasStagedChanges","_published","key","tax","priceMode","createdAt","lastModifiedAt","variantId","sku","variantKey","images","prices","developer","players_quantity","Platform","genre","release","number","system_requirements","video"
"6e558198-b9d7-4f68-b16c-1a68ce6f3acb","Game","Game","Rider's Republic Freeride","Rider's Republic Freeride","Rider's Republic Freeride","Jump into the RIDERS REPUBLIC massive multiplayer playground! Meet and compete with other players, ride hard with an exciting range of activities such as bike, ski, snowboard, wingsuit and rocket wingsuit.

 

Live out the rider's fantasy as you roam free in a huge, vibrant open world, always buzzing with other players around you. Immerse yourself in iconic American national parks including Bryce Canyon, Yosemite Valley, Mammoth Mountain... all mashed up for you to shred!

 

Squad up with your friends and compete in a wide range of multiplayer modes: feel the rush of downhill races, dominate maps in team vs team competitions, or give it your best shot in epic mass PvP races with more than 50 other players.

 

Go all out. Join the madness!","Присоединяйтесь к огромной многопользовательской игровой площадке RIDERS REPUBLIC! Встречайтесь и соревнуйтесь с другими игроками, катайтесь на велосипеде, катаясь на лыжах, сноуборде, вингсьюте и реактивном вингсьюте. Воплотите в жизнь фантазию гонщика, свободно путешествуя по огромному, яркому открытому миру, где всегда кипит жизнь других игроков. Погрузитесь в культовые американские национальные парки, включая Брайс-Каньон, Йосемитскую долину, Мамонтову гору... все это создано специально для вас! Объединяйтесь с друзьями и соревнуйтесь в разнообразных многопользовательских режимах: почувствуйте азарт скоростных спусков, доминируйте на картах в командных соревнованиях или сделайте все возможное в эпических массовых PvP-гонках с более чем 50 другими игроками. Изо всех сил. Присоединяйтесь к безумию!","Jump into the RIDERS REPUBLIC massive multiplayer playground! Meet and compete with other players, ride hard with an exciting range of activities such as bike, ski, snowboard, wingsuit and rocket wingsuit.

 

Live out the rider's fantasy as you roam free in a huge, vibrant open world, always buzzing with other players around you. Immerse yourself in iconic American national parks including Bryce Canyon, Yosemite Valley, Mammoth Mountain... all mashed up for you to shred!

 

Squad up with your friends and compete in a wide range of multiplayer modes: feel the rush of downhill races, dominate maps in team vs team competitions, or give it your best shot in epic mass PvP races with more than 50 other players.

 

Go all out. Join the madness!","Adventure","Riders_Republic","Riders_Republic","Riders_Republic","Riders_Republic","Riders_Republic","Rider's Republic Freeride","Rider's Republic Freeride","Rider's Republic Freeride","Rider's Republic Freeride","false","true","Riders_Republic","Tax name US","Embedded","2023-08-06T06:28:54.145Z","2023-09-09T06:56:18.308Z",1,"RDRPC_01","RDRPC_01","https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/Riders_republic-2u44tU67.jpg||310x385","RU-RUB 178000;US-USD 1700","Ubisoft",2,"PlayStation;Xbox","adventure","2021-10-28",11,"",""
"986e78ce-3f0c-4a73-974d-eb69a7506eb6","Game","Game","Fortnite - Transformers","Fortnite - Transformers","Fortnite - Transformers","Roll out, Rise up or Beep Beep with the Transformers Pack.

 

No matter the rally cry you'll be More Than Meets The Eye.","Раскатывайтесь, поднимайтесь или бип-бип с пакетом Transformers Pack. Независимо от ралли вы будете больше, чем кажется на первый взгляд.","Roll out, Rise up or Beep Beep with the Transformers Pack.

 

No matter the rally cry you'll be More Than Meets The Eye.","Action;before18;action_PlayStation","Fortnite-Transformers","Fortnite-Transformers","Fortnite-Transformers","Fortnite-Transformers","Fortnite-Transformers","Fortnite-Transformers","Fortnite-Transformers","Fortnite-Transformers","Fortnite-Transformers","false","true","Fortnite-Transformers","Tax name US","Embedded","2023-08-06T08:37:52.108Z","2023-09-09T06:55:58.712Z",1,"FOTRS_01","FOTRS_01","https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/fortnite-Yq5vX8nL.jpg||311x387","RU-RUB 245600;US-USD 2100","Epic Games",1,"PlayStation;Xbox","shooter","2023-10-23",16,"",""
"9352ae77-88fe-4790-a90a-49c3fb022f92","Game","Game","Prey","Prey","Prey","In Prey, you awaken aboard Talos I, a space station orbiting the moon in the year 2032. You are the key subject of an experiment meant to alter humanity forever – but things have gone terribly wrong. The space station has been overrun by hostile aliens and you are now being hunted. As you dig into the dark secrets of Talos I and your own past, you must survive using the tools found on the station -- your wits, weapons, and mind-bending abilities. The fate of the Talos I and everyone aboard is in your hands.","В Prey вы просыпаетесь на борту Talos I, космической станции, вращающейся вокруг Луны в 2032 году. Вы являетесь ключевым субъектом эксперимента, призванного навсегда изменить человечество, но все пошло не так. Космическая станция была захвачена враждебными инопланетянами, и теперь за вами охотятся. Погружаясь в темные тайны Талоса I и свое собственное прошлое, вы должны выжить, используя инструменты, найденные на станции — ваш ум, оружие и умопомрачительные способности. Судьба «Талоса I» и всех на борту в ваших руках.","In Prey, you awaken aboard Talos I, a space station orbiting the moon in the year 2032. You are the key subject of an experiment meant to alter humanity forever – but things have gone terribly wrong. The space station has been overrun by hostile aliens and you are now being hunted. As you dig into the dark secrets of Talos I and your own past, you must survive using the tools found on the station -- your wits, weapons, and mind-bending abilities. The fate of the Talos I and everyone aboard is in your hands.","Action;action_PlayStation","Prey","Prey","Prey","Prey","Prey","Prey","Prey","Prey","Prey","false","true","Prey","Tax name US","Embedded","2023-08-06T04:39:54.634Z","2023-09-09T06:54:26.835Z",1,"PR_01","PR_01","https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/Prey_cover-XFnjaMgM.jpg||906x1200;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/Prey---PlayStation-4-aHm722TC.jpg||768x768;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/prey2-ptMlgkJq.jpg||600x450;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/prey3-jsEcYsXs.jpg||1200x675;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/prey5-yD_m1wgT.jpg||800x600","RUB 23500|18800;US-USD 2400|1920","Arkane Studios",1,"PlayStation","action","2017-05-05",10,"","https://youtu.be/1hKTZGflqrc"
"72eed79d-c95a-4d93-aabb-56c94624aef0","Game","Game","Cricket 24 for PS4","Cricket 24 for PS4","Cricket 24 for PS4","Cricket 24 for PS4","Cricket 24 for PS4","Cricket 24 for PS4","action_PlayStation;Sports","cricket-24-for-ps4","cricket-24-for-ps4","cricket-24-for-ps4","Cricket 24 for PS4","Cricket 24 for PS4","Cricket 24 — это кульминация десятилетия разработки видеоигр Cricket, в которой участвуют команды со всех уголков земного шара. Игроки смогут сразиться с ведущими странами крикета, включая Австралию и Англию в официальном Ashes, Вест-Индии, Новой Зеландии, Ирландии и других странах, а также впервые в истории профессиональные индийские команды T20, расположенные на более чем 50 детально проработанных официальных стадионах. . Cricket 24 — это наиболее полный на сегодняшний день симулятор крикета в видеоиграх.","Cricket 24 is the culmination of a decade of Cricket video game development and includes teams from every corner of the globe. Players will be able to take on major cricket nations including Australia and England in the official Ashes, West Indies, New Zealand, Ireland, and more, plus for the first time ever, professional Indian T20 teams, all set in over 50 detailed official stadiums. Cricket 24 is the most complete video game simulation of cricket seen to date.",,,"false","true","Cricket","Tax name US","Embedded","2023-09-02T08:12:50.275Z","2023-09-09T06:55:13.223Z",1,"Cricket_01","Cricket_01","https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/Cricket1-huc2UKna.jpg||1524x1892;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/Cricket5-05jMOwTC.jpg||1000x563;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/Cricket2-4C8CEa5W.jpg||1080x608;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/Cricket3-DzPLW13Q.jpg||1000x563;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/Cricket2-3EJlvC_T.png||1400x788","RU-RUB 210000;US-USD 2100","Big Ant Studios",2,"PlayStation","sports","2022-10-05",20,"",""
"cd34f038-01d8-4c96-ba6e-eb820b595f65","Game","Game","Star Wars Jedi: Survivor","Star Wars Jedi: Survivor","Star Wars Jedi: Survivor","The story of Cal Kestis continues in Star Wars Jedi: Survivor™, a third person galaxy-spanning action-adventure game from Respawn Entertainment, developed in collaboration with Lucasfilm Games. This narratively-driven, single player title picks up five years after the events of Star Wars Jedi: Fallen Order™ and follows Cal’s increasingly desperate fight as the galaxy descends further into darkness. Pushed to the edges of the galaxy by the Empire, Cal will find himself surrounded by threats new and familiar.","История Кэла Кестиса продолжается в Star Wars Jedi: Survivor™, приключенческой игре от третьего лица, охватывающей галактику, от Respawn Entertainment, разработанной в сотрудничестве с Lucasfilm Games. Действие этой однопользовательской игры, основанной на повествовании, разворачивается через пять лет после событий «Звездных войн: Джедаи: Павший Орден™» и следует за все более отчаянной борьбой Кэла по мере того, как галактика все дальше погружается во тьму. Выброшенный Империей на край галактики, Кэл окажется в окружении новых и знакомых угроз.","The story of Cal Kestis continues in Star Wars Jedi: Survivor™, a third person galaxy-spanning action-adventure game from Respawn Entertainment, developed in collaboration with Lucasfilm Games. This narratively-driven, single player title picks up five years after the events of Star Wars Jedi: Fallen Order™ and follows Cal’s increasingly desperate fight as the galaxy descends further into darkness. Pushed to the edges of the galaxy by the Empire, Cal will find himself surrounded by threats new and familiar.","Action;action_PlayStation","Star-Wars","Star-Wars","Star-Wars","Star Wars Jedi: Survivor","Star Wars Jedi: Survivor","Star Wars Jedi: Survivor","Star Wars Jedi: Survivor","Star Wars Jedi: Survivor","Star Wars Jedi: Survivor","false","true","Star-Wars","Tax name US","Embedded","2023-08-06T08:37:04.560Z","2023-09-09T06:55:23.312Z",1,"STWRS_01","STWRS_01","https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/jedi-833KEhFZ.jpg||316x385;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/jedi2-S5iI-I5b.jpg||1280x720;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/jedi1-puLT9aT5.jpg||640x480","RU-RUB 310000;US-USD 3100","Respawn Entertainment",1,"PlayStation;Xbox","action;adventure","2023-04-28",18,"",""
"49e9b96a-c240-469b-8f94-9cbf5e1603bd","Game","Game","The Witcher 3: Wild Hunt","The Witcher 3: Wild Hunt","The Witcher 3: Wild Hunt","You are Geralt of Rivia, mercenary monster slayer. Before you stands a war-torn, monster-infested continent you can explore at will. Your current contract? Tracking down Ciri — the Child of Prophecy, a living weapon that can alter the shape of the world.


The Complete Edition contains the base game, offering a huge, over 100-hour long, open-world adventure, as well as both of its massive story expansions: Hearts of Stone & Blood and Wine worth an extra 50 hours of gameplay!


It also comes with all additional content released for the game, alongside new features and items, including a built-in Photo Mode, swords, armor, and alternate outfits inspired by The Witcher Netflix series — and more!

 ","Вы Геральт из Ривии, наемный убийца монстров. Перед вами стоит раздираемый войной, кишащий монстрами континент, который вы можете исследовать по своему желанию. Ваш текущий контракт? Выслеживание Цири — Дитя Пророчества, живого оружия, способного изменить форму мира. Полное издание включает в себя базовую игру, предлагающую огромное, более чем 100-часовое приключение в открытом мире, а также оба его масштабных сюжетных расширения: Hearts of Stone & Blood и Wine, которые стоят дополнительных 50 часов игрового процесса! Он также поставляется со всем дополнительным контентом, выпущенным для игры, наряду с новыми функциями и предметами, включая встроенный фоторежим, мечи, доспехи и альтернативные наряды, вдохновленные сериалом «Ведьмак» от Netflix, и многое другое!","You are Geralt of Rivia, mercenary monster slayer. Before you stands a war-torn, monster-infested continent you can explore at will. Your current contract? Tracking down Ciri — the Child of Prophecy, a living weapon that can alter the shape of the world.


The Complete Edition contains the base game, offering a huge, over 100-hour long, open-world adventure, as well as both of its massive story expansions: Hearts of Stone & Blood and Wine worth an extra 50 hours of gameplay!


It also comes with all additional content released for the game, alongside new features and items, including a built-in Photo Mode, swords, armor, and alternate outfits inspired by The Witcher Netflix series — and more!

 ","after18;RPG","The-Witcher-3","The-Witcher-3","The-Witcher-3","The Witcher 3: Wild Hunt","The Witcher 3: Wild Hunt","The Witcher 3: Wild Hunt","The Witcher 3: Wild Hunt","The Witcher 3: Wild Hunt","The Witcher 3: Wild Hunt","false","true","The-Witcher-3","Tax name US","Embedded","2023-08-05T14:06:30.675Z","2023-09-09T06:56:40.172Z",1,"WITCH_01","WITCH_01","https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/witcher-Jw8-_dID.jpg||313x391;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/witcher1-7kW2hTxE.jpg||720x405;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/witcher4-TEf5Vfb-.jpg||1200x633","RU-RUB 214000;US-USD 2200","CD Projekt",1,"PlayStation","rpg;action","2017-12-14",14,"",""
"baa74071-65b5-44b8-b435-34ff76a62d6d","Game","Game","PAYDAY 3: Day One Edition for PS5","PAYDAY 3: Day One Edition for PS5","PAYDAY 3: Day One Edition for PS5","PAYDAY 3 is the much anticipated sequel to one of the most popular co-op shooters ever.
Since its release, PAYDAY-players have been reveling in the thrill of a perfectly planned and executed heist. That’s what makes PAYDAY a high-octane, co-op FPS experience without equal.
Step out of retirement back into the life of crime in the shoes of the Payday Gang, the envy of their peers and the nightmare of law-enforcement wherever they go. Several years after the crew’s reign of terror over Washington DC has ended, they assemble once again to deal with the threat that roused them out of early retirement.","PAYDAY 3 — долгожданное продолжение одного из самых популярных кооперативных шутеров. С момента ее выхода игроки PAYDAY наслаждаются азартом идеально спланированного и проведенного ограбления. Именно это делает PAYDAY непревзойденным кооперативным шутером от первого лица. Выйдите из отставки и вернитесь в преступную жизнь в шкуре банды Payday, вызывающей зависть своих сверстников и кошмар правоохранительных органов, куда бы они ни пошли. Спустя несколько лет после того, как террор команды над Вашингтоном закончился, они снова собираются, чтобы справиться с угрозой, которая вынудила их выйти из досрочного выхода на пенсию.","PAYDAY 3 is the much anticipated sequel to one of the most popular co-op shooters ever.
Since its release, PAYDAY-players have been reveling in the thrill of a perfectly planned and executed heist. That’s what makes PAYDAY a high-octane, co-op FPS experience without equal.
Step out of retirement back into the life of crime in the shoes of the Payday Gang, the envy of their peers and the nightmare of law-enforcement wherever they go. Several years after the crew’s reign of terror over Washington DC has ended, they assemble once again to deal with the threat that roused them out of early retirement.","Shooter","payday-3-day-one-edition-for-ps5","payday-3-day-one-edition-for-ps5","payday-3-day-one-edition-for-ps5","PAYDAY","PAYDAY","PAYDAY","PAYDAY",,,"false","true","payday","Tax name US","Embedded","2023-09-02T03:16:59.742Z","2023-09-09T06:53:18.711Z",1,"PAYDAY_01","PAYDAY_01","https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/payday1-55MIx-6K.jpg||1080x1080;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/payday4jpg-3-aA1vdl.jpg||1000x563;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/payday3-iviQFgt7.jpg||960x540;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/payday5-BbLjqFJM.jpg||1920x1080;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/payday2-wiwK7pCM.jpg||1280x720","RU-RUB 320000;US-USD 4300","Starbreeze",1,"PC","action","2023-09-21",19,"",""
"ef8dca3a-61b7-44c3-984d-eb4ce777bf87","Game","Game","MORTAL SHELL","MORTAL SHELL","MORTAL SHELL","Mortal Shell is a deep action-RPG that tests your sanity and resilience in a shattered world. Your adversaries spare no mercy, with survival demanding superior awareness, precision, and instincts. Possess lost warriors, track down hidden sanctums of the devout, and face formidable foes.","Mortal Shell — это беспощадный и проработанный ролевой боевик, испытывающий ваши рассудок и стойкость в разрушенном мире. Пока остатки человечества увядают и гниют, фанатичные враги терзают руины. Они безжалостны, поэтому выживание требует высочайших настороженности, точности и инстинктов. Находите скрытые святилища фанатичных последователей и познайте своё истинное предназначение.","Mortal Shell is a deep action-RPG that tests your sanity and resilience in a shattered world. Your adversaries spare no mercy, with survival demanding superior awareness, precision, and instincts. Possess lost warriors, track down hidden sanctums of the devout, and face formidable foes.","Action;action_PC","mortal-shell","mortal-shell","mortal-shell","MORTAL SHELL","MORTAL SHELL","MORTAL SHELL Video game Action","MORTAL SHELL Video game Action","MORTAL SHELL","MORTAL SHELL","false","true","mortal-shell","Tax name US","Embedded","2023-08-05T04:51:38.252Z","2023-09-09T06:54:51.672Z",1,"MRSH_01","MRSH_01","https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/mortal_shell_1-NYaj9aTX.jpg|mortal shell|374x475;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/MORTAL_SHELL3-AenPLbED.jpg||720x405;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/MORTAL_SHELL4-loYQLuPN.jpg||1280x720;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/MORTAL_SHELL2-aVfyH4Ps.jpg||750x422;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/MORTAL_SHELL5-B9E2uNDE.jpg||1280x720;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/MORTAL_SHELL1-y2T-fqAL.jpg||1200x628","RU-RUB 23500|18800;US-USD 245|196","Cold Symmetry",2,"PC","action","2017-09-15",8,"ОС
Windows 7 SP1
Процессор
Intel Core i5-4590 or AMD FX 8350
Оперативная память
8 GB ОЗУ
Видеокарта
NVIDIA GTX 970 or AMD Radeon R9 290
Жесткий диск
12 GB",""
,,,,,,,,,,,,,,,,,,,,,,,,,,2,"MRSH_02","MRSH_02","","","Cold Symmetry",2,"PC","action","2017-09-15",8,"ОС
Windows 7 SP1
Процессор
Intel Core i5-4590 or AMD FX 8350
Оперативная память
8 GB ОЗУ
Видеокарта
NVIDIA GTX 970 or AMD Radeon R9 290
Жесткий диск
12 GB",
"3672b3f2-a60d-40cb-b00d-dc407b6e51be","Game","Game","Ride 5 for PS5","Ride 5 for PS5","Ride 5 for PS5","Rev up your engine and get ready to hit the track with RIDE 5. An adrenaline-filled gaming experience that is so authentic it will make you feel like you're truly racing at break-neck speed.

Find your favourite bikes and check out new ones in the ultimate motorcycle game! Race on over 35 tracks and collect more than 200 bikes from world-renowned manufacturers, each element is designed to feel like you're riding a real bike.","Дайте газу свой двигатель и приготовьтесь отправиться на трассу с RIDE 5. Наполненный адреналином игровой процесс настолько аутентичен, что вы почувствуете, будто вы действительно мчитесь на головокружительной скорости. Найдите свои любимые мотоциклы и опробуйте новые в лучшей игре о мотоциклах! Гоняйте по более чем 35 трассам и соберите более 200 велосипедов от всемирно известных производителей. Каждый элемент создан так, чтобы вы почувствовали, будто вы едете на настоящем велосипеде.","Rev up your engine and get ready to hit the track with RIDE 5. An adrenaline-filled gaming experience that is so authentic it will make you feel like you're truly racing at break-neck speed.

Find your favourite bikes and check out new ones in the ultimate motorcycle game! Race on over 35 tracks and collect more than 200 bikes from world-renowned manufacturers, each element is designed to feel like you're riding a real bike.","Sports;action_PC","","ride-5-for-ps5","ride-5-for-ps5","Ride 5 for PS5","","Ride 5 for PS5","",,,"false","true","ride",,"Embedded","2023-09-01T02:50:52.372Z","2023-09-02T11:11:53.055Z",1,"ride","ride_01","https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/ride1-4q8zwaif.jpg||800x1000;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/ride2-pSNAZqNz.jpg||1920x1080;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/ride3-uwGRyBk8.jpg||1920x1080;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/ride4-HkPUYXcB.jpg||2560x1440;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/ride5-T_fMxlrk.jpeg||1920x1080","RU-RUB 150000|120000;US-USD 1500|1200","Milestone s.r.l",2,"PC","racing","2022-11-10",17,"",""
"9e72b6a5-73df-45d8-b16a-70764c40ee38","Game","Game","Prince of Persia: The Lost Crown","Prince of Persia: The Lost Crown","Prince of Persia: The Lost Crown","Dash into a stylish and thrilling action-adventure platformer set in a mythological Persian world where the boundaries of time and space are yours to manipulate. Play as Sargon and evolve from sword-wielding prodigy to extraordinary legend as you master acrobatic combat and unlock new Time Powers and unique super abilities","Окунитесь в стильный и захватывающий приключенческий платформер, действие которого происходит в мифологическом персидском мире, где вы можете манипулировать границами времени и пространства. Играйте за Саргона и развивайтесь от вундеркинда, владеющего мечом, до необыкновенной легенды, осваивая акробатические бои и открывая новые силы времени и уникальные суперспособности.","Dash into a stylish and thrilling action-adventure platformer set in a mythological Persian world where the boundaries of time and space are yours to manipulate. Play as Sargon and evolve from sword-wielding prodigy to extraordinary legend as you master acrobatic combat and unlock new Time Powers and unique super abilities","Adventure;before18","prince-of-persia-the-lost-crown","prince-of-persia-the-lost-crown","prince-of-persia-the-lost-crown","prince-of-persia-the-lost-crown","prince-of-persia-the-lost-crown","prince-of-persia-the-lost-crown","prince-of-persia-the-lost-crown",,,"false","true","prince","Tax name US","Embedded","2023-09-01T03:35:29.740Z","2023-09-09T06:53:42.143Z",1,"prince_01","prince_01","https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/princeofpercia0-1BISN2l_.jpg||1520x1902;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/princeofpersia1-7gagt57A.jpg||1400x787;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/princeofpersia2-8Hs83Eep.jpg||696x442;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/princeofpersia4-4hRssEu9.jpg||800x446;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/princeofpersia6-UUF04nWh.jpg||1460x821;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/princeofpersia5-UZBeWdzR.jpg||1800x900;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/princeofpersia3-HiHc2NyA.jpg||1400x788","RU-RUB 240000;US-USD 2400","Ubisoft",1,"PC","adventure","2023-01-18",18,"",""
"35192ce5-7799-4ae9-8921-0fc44dcc2542","Game","Game","FIFA 23","FIFA 23","FIFA 23","EA SPORTS™ FIFA 23 brings The World's Game to the pitch, with HyperMotion2 Technology that delivers even more gameplay realism, both the men's and women's FIFA World Cup™ coming to the game as post-launch updates, the addition of women's club teams, cross-play features**, and more.","EA SPORTS™ FIFA 23 переносит мировую игру на поле с технологией HyperMotion2, которая обеспечивает еще большую реалистичность игрового процесса, как мужские, так и женские чемпионаты мира по футболу FIFA™, которые появятся в игре в виде обновлений после запуска, добавление женских клубных команд, кросс -функции воспроизведения** и многое другое.","EA SPORTS™ FIFA 23 brings The World's Game to the pitch, with HyperMotion2 Technology that delivers even more gameplay realism, both the men's and women's FIFA World Cup™ coming to the game as post-launch updates, the addition of women's club teams, cross-play features**, and more.","Sports;before18","fifa-23","fifa-23","fifa-23","FIFA 23","FIFA 23","FIFA 23","FIFA 23","FIFA 23","FIFA 23","false","true","fifa-23","Tax name US","Embedded","2023-08-05T13:54:24.167Z","2023-09-09T06:53:51.939Z",1,"FIFA_01","FIFA_01","https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/fifa-yJmR42Ye.jpg||308x342;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/FIFA2-4MYnvSYv.jpg||1200x675","RU-RUB 540000~2023-09-29T23:00:00.000Z;US-USD 3400","EA",1,"PlayStation","sports","2022-09-22",5,"","https://youtu.be/o3V-GvvzjE4"
"050ab7e2-f89c-40fb-b2b1-3865420d2eff","Game","Game","Final Fantasy XVI","Final Fantasy XVI","Final Fantasy XVI","An epic dark fantasy world where the fate of the land is decided by the mighty Eikons and the Dominants who wield them. This is the tale of Clive Rosfield, a warrior granted the title “First Shield of Rosaria” and sworn to protect his younger brother Joshua, the dominant of the Phoenix. Before long, Clive will be caught up in a great tragedy and swear revenge on the Dark Eikon Ifrit, a mysterious entity that brings calamity in its wake.","Эпический темный фэнтезийный мир, где судьба земли решается могучими Эйконами и Доминантами, которые ими владеют. Это история Клайва Росфилда, воина, получившего титул «Первый щит Розарии» и поклявшегося защищать своего младшего брата Джошуа, доминанту Феникса. Вскоре Клайв окажется втянутым в великую трагедию и поклянется отомстить Темному Эйкону Ифриту, таинственной сущности, которая несет за собой бедствие.","An epic dark fantasy world where the fate of the land is decided by the mighty Eikons and the Dominants who wield them. This is the tale of Clive Rosfield, a warrior granted the title “First Shield of Rosaria” and sworn to protect his younger brother Joshua, the dominant of the Phoenix. Before long, Clive will be caught up in a great tragedy and swear revenge on the Dark Eikon Ifrit, a mysterious entity that brings calamity in its wake.","Adventure;before18","Final-Fantasy","Final-Fantasy","Final-Fantasy","Final Fantasy XVI","Final Fantasy XVI","Final Fantasy XVI","Final Fantasy XVI","Final Fantasy XVI","Final Fantasy XVI","false","true","Final-Fantasy","Tax name US","Embedded","2023-08-06T08:37:04.566Z","2023-09-09T06:56:30.956Z",1,"FFAN_01","FFAN_01","https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/final_fantasy-pqLvPzjr.jpg||302x343;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/fantasy1-NN9BY8VU.jpg||1200x675;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/fantasy4-k2MFWKaA.jpeg||1600x900;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/fantasy6-IJJBKkRk.jpg||1460x821;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/fantasy2-E7wOBMuf.jpg||1200x1800;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/fantasy5-VdxyOkii.jpg||3372x1897;https://57a0b57058060779f6a7-142db361bf53e070d1b6074a9d839b11.ssl.cf3.rackcdn.com/fantasy3-WiVlx_27.jpg||3840x2160","RU-RUB 280000;US-USD 3400","Square-Enix",1,"PlayStation","fantasy","2023-06-22",15,"",""
